Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,1,4,9500,2,1,0.578947368,1,19,19,6,6,0.397894737,2,1,1,2,1,2,0.018867925,1,1,9,9,9,0.689337748,1,1,9,9,9,0.700605769,1,0.209302326,0.0,0.124174373,0
1,44,2,9003,2,39,0.473684211,1,19,19,10,5,0.473684211,1,1,1,2,1,1,0.075471698,1,1,7,13,4,0.565121413,3,1,7,13,5,0.646153846,1,0.918604651,0.8,0.0,1
1,1,2,9500,2,1,0.084210526,1,1,19,10,10,0.14,1,1,1,2,1,2,0.056603774,1,1,8,15,1,0.0,1,1,8,16,1,0.0,1,0.406976744,0.311111111,0.80317041,0
1,44,2,9085,2,39,0.578947368,1,3,19,3,5,0.578947368,2,1,1,2,1,1,0.094339623,1,2,7,10,7,0.688741722,1,2,7,19,4,0.682051282,1,0.558139535,0.288888889,0.772787318,0
1,1,2,9070,2,1,0.378947368,1,37,37,4,4,0.386315789,2,1,1,2,1,1,0.056603774,1,1,7,7,7,0.644591612,1,1,7,8,6,0.743076923,1,0.593023256,1.0,0.311756935,0
1,1,2,9500,2,1,0.2,1,19,38,6,4,0.185263158,2,1,1,2,1,1,0.037735849,1,1,8,11,7,0.62781457,1,1,9,11,8,0.735,1,1.0,0.244444444,0.414795244,0
1,43,4,9500,2,1,0.473684211,1,1,19,10,8,0.342105263,2,1,2,2,1,2,0.056603774,1,1,8,10,8,0.6531273,1,1,9,11,9,0.631938462,1,0.918604651,0.8,0.0,0
1,43,2,9085,2,1,0.368421053,1,19,38,8,8,0.265263158,2,1,1,2,1,1,0.056603774,1,1,6,10,5,0.635761589,1,1,6,11,6,0.723076923,2,0.372093023,0.488888889,0.766182299,0
1,17,5,9500,2,1,0.273684211,1,37,37,6,6,0.251578947,2,1,1,2,1,1,0.075471698,1,1,8,8,8,0.764427625,1,1,9,10,9,0.781367521,1,1.0,0.244444444,0.414795244,0
1,1,5,9500,2,1,0.368421053,1,19,19,10,8,0.262105263,2,1,1,2,1,1,0.018867925,1,1,8,8,8,0.730066225,1,1,9,9,9,0.679134615,1,0.558139535,0.288888889,0.772787318,0
1,17,3,9500,2,1,0.484210526,1,37,1,10,5,0.34,2,1,1,2,1,2,0.037735849,1,1,8,8,7,0.731125828,1,1,8,8,7,0.743076923,1,0.0,0.755555556,0.578599736,0
1,1,2,9853,2,1,0.378947368,1,19,19,4,8,0.346315789,2,1,1,2,1,2,0.018867925,1,1,8,8,8,0.787133397,1,1,8,8,8,0.815384615,1,0.73255814,0.111111111,0.640686922,0
4,39,2,9773,2,38,0.401052632,1,19,19,8,10,0.4,1,1,1,2,1,1,0.433962264,1,1,7,9,6,0.688741722,1,1,7,8,6,0.678461539,1,1.0,0.244444444,0.414795244,0
1,17,7,9238,2,1,0.231578947,1,1,38,5,8,0.206315789,1,1,1,2,1,2,0.018867925,1,1,7,8,7,0.64333018,1,1,7,7,7,0.717948718,1,0.73255814,0.111111111,0.640686922,0
1,1,3,9085,2,1,0.589473684,1,40,4,3,3,0.521052632,2,1,1,2,1,1,0.018867925,1,1,7,8,7,0.830022075,1,1,7,7,7,0.798717949,1,0.151162791,0.488888889,1.0,0
1,17,2,9500,2,1,0.378947368,1,1,19,5,4,0.32,2,1,1,2,1,1,0.037735849,1,1,8,14,6,0.662251656,1,1,9,15,8,0.655128205,1,0.918604651,0.8,0.0,0
1,17,2,9238,2,1,0.526315789,1,38,38,10,8,0.526315789,1,1,1,2,1,2,0.037735849,1,1,7,8,7,0.6799117,1,1,7,7,7,0.708974359,1,0.558139535,0.288888889,0.772787318,0
1,39,2,9003,2,1,0.421052632,1,38,38,10,7,0.453684211,1,1,2,1,1,1,0.20754717,1,1,7,7,1,0.0,1,1,7,8,1,0.0,1,0.151162791,0.488888889,1.0,1
1,17,2,9070,2,1,0.252631579,1,37,38,10,9,0.311578947,2,1,1,2,1,1,0.056603774,1,1,7,7,7,0.662251656,1,1,7,7,7,0.682051282,1,0.0,0.755555556,0.578599736,0
1,1,3,9773,2,1,0.284210526,1,37,37,10,10,0.376842105,2,1,1,2,1,1,0.018867925,1,1,7,15,5,0.59602649,1,1,7,10,6,0.7,1,0.209302326,0.0,0.124174373,0
1,1,3,9500,2,1,0.631578947,1,1,1,5,4,0.478947368,2,1,1,2,1,1,0.018867925,1,1,8,8,7,0.80794702,1,1,8,8,7,0.821153846,1,0.0,0.755555556,0.578599736,0
1,1,2,9085,2,1,0.294736842,1,19,37,10,10,0.306315789,2,1,1,2,1,2,0.056603774,1,1,6,14,6,0.741721854,3,1,6,11,4,0.646153846,2,0.209302326,0.0,0.124174373,0
1,43,2,9238,2,1,0.368421053,1,38,19,10,5,0.246315789,1,1,2,2,1,1,0.20754717,1,16,17,17,14,0.639836984,1,14,14,14,12,0.651048951,1,1.0,0.244444444,0.414795244,0
1,15,2,9853,2,1,0.401052632,41,43,1,154,136,0.349473684,1,1,1,2,1,1,0.113207547,2,12,17,18,17,0.774834437,1,7,11,13,10,0.801709402,1,0.151162791,0.488888889,1.0,0
1,1,2,9853,2,1,0.2,1,19,37,6,6,0.152631579,2,1,1,2,1,1,0.037735849,1,1,8,11,5,0.556291391,1,1,8,8,3,0.565384615,1,1.0,0.244444444,0.414795244,1
1,17,2,9238,2,1,0.442105263,1,38,19,153,172,0.38,2,1,1,2,1,2,0.018867925,1,1,7,9,7,0.6799117,1,1,7,7,7,0.655128205,1,0.151162791,0.488888889,1.0,0
1,1,4,9773,2,1,0.694736842,22,37,37,10,10,0.451578947,1,1,2,1,1,2,0.056603774,2,1,7,7,7,0.662251656,1,1,7,8,6,0.635384615,1,0.372093023,0.488888889,0.766182299,0
1,1,2,171,2,1,0.401052632,1,3,1,3,5,0.349473684,2,1,1,2,1,1,0.056603774,1,6,13,14,13,0.595007641,1,4,12,19,10,0.688034188,1,0.406976744,0.311111111,0.80317041,0
1,1,2,9853,2,1,0.347368421,1,1,1,10,10,0.263157895,2,1,1,2,1,1,0.018867925,1,1,7,12,4,0.635761589,1,1,7,14,3,0.646153846,1,0.593023256,1.0,0.311756935,1
4,39,3,9556,2,19,0.401052632,1,19,19,5,7,0.294736842,1,1,1,2,1,2,0.377358491,1,1,8,11,8,0.582024598,1,1,9,12,9,0.662307692,1,0.372093023,0.488888889,0.766182299,0
4,7,2,9500,2,40,0.368421053,1,19,19,5,7,0.368421053,1,1,1,1,1,1,0.471698113,1,3,8,11,6,0.668609272,1,4,8,12,4,0.762820513,1,0.558139535,0.288888889,0.772787318,1
1,17,7,9500,2,1,0.547368421,1,1,38,5,9,0.485263158,2,1,1,2,1,1,0.056603774,1,1,8,10,7,0.688741722,1,1,9,9,9,0.765288462,1,0.73255814,0.111111111,0.640686922,1
2,39,2,9119,2,1,0.473684211,1,34,34,10,10,0.473684211,1,1,1,1,2,1,0.320754717,1,1,6,6,1,0.0,1,1,6,6,1,0.0,1,0.918604651,0.8,0.0,1
1,42,2,9119,2,1,0.473684211,1,3,3,4,3,0.406315789,2,1,1,2,2,1,0.094339623,1,1,6,1,1,0.0,1,1,6,1,1,0.0,1,0.372093023,0.488888889,0.766182299,1
2,39,3,9254,2,19,0.401052632,1,19,19,10,6,0.3,1,1,1,2,2,1,0.41509434,1,1,7,7,7,0.715231788,1,1,7,7,7,0.717948718,1,0.558139535,0.288888889,0.772787318,0
1,1,2,9500,2,1,0.484210526,1,37,37,10,10,0.434736842,2,1,1,2,2,2,0.018867925,1,1,8,8,7,0.71611479,1,1,8,8,7,0.727820513,1,0.0,0.755555556,0.578599736,0
1,1,3,9070,2,1,0.347368421,1,37,37,10,10,0.3,2,1,1,2,2,2,0.075471698,1,1,7,7,7,0.697571744,1,1,7,9,7,0.715384616,1,0.151162791,0.488888889,1.0,0
2,39,2,9085,2,1,0.578947368,1,37,37,91,11,0.178947368,1,1,1,2,2,1,0.320754717,1,1,7,1,1,0.0,1,1,7,1,1,0.0,1,0.372093023,0.488888889,0.766182299,1
1,44,2,9003,2,39,0.684210526,1,37,37,10,10,0.684210526,1,1,1,2,2,2,0.094339623,1,1,7,9,7,0.695364238,1,1,7,11,7,0.7,1,1.0,0.244444444,0.414795244,0
1,39,2,9003,2,1,0.401052632,1,1,37,5,8,0.157894737,1,1,1,2,2,1,0.264150943,1,1,7,16,4,0.762913907,1,1,7,21,1,0.0,1,1.0,0.244444444,0.414795244,1
1,18,4,9853,2,1,0.347368421,1,38,37,6,10,0.229473684,2,1,1,1,2,1,0.037735849,1,1,7,11,5,0.635761589,1,1,7,13,1,0.0,1,0.372093023,0.488888889,0.766182299,1
1,17,6,9254,2,1,0.2,1,38,1,6,10,0.152631579,1,1,1,2,2,1,0.037735849,1,1,6,6,1,0.0,1,1,6,11,1,0.0,1,0.372093023,0.488888889,0.766182299,1
1,39,2,9556,2,19,0.401052632,1,37,37,10,11,0.052631579,1,1,1,2,2,1,0.264150943,1,1,8,8,1,0.0,1,1,8,8,1,0.0,1,0.918604651,0.8,0.0,1
1,5,2,9147,2,1,0.326315789,1,19,38,6,7,0.234736842,2,1,1,2,1,1,0.037735849,1,1,6,16,4,0.57218543,1,1,6,7,4,0.565384615,1,0.73255814,0.111111111,0.640686922,0
2,39,3,9670,2,1,0.401052632,41,37,19,10,10,0.368421053,1,1,1,2,1,1,0.245283019,2,1,7,1,1,0.0,1,1,7,1,1,0.0,1,0.209302326,0.0,0.124174373,1
1,51,2,9500,2,1,0.357894737,1,37,38,4,4,0.450526316,2,1,1,2,1,2,0.056603774,1,3,8,8,8,0.854645222,1,1,9,10,9,0.835811966,1,0.406976744,0.311111111,0.80317041,0
1,17,2,9500,2,1,0.473684211,1,19,38,8,8,0.436842105,2,1,1,2,1,2,0.018867925,1,1,8,8,8,0.78614948,1,1,9,10,9,0.796923077,1,0.558139535,0.288888889,0.772787318,0
1,17,2,9254,2,1,0.410526316,1,19,1,10,5,0.314736842,2,1,1,2,1,1,0.037735849,1,1,7,12,4,0.635761589,1,1,7,12,5,0.605769231,1,0.0,0.755555556,0.578599736,1
1,17,3,9254,2,1,0.389473684,1,38,38,10,9,0.290526316,2,1,1,2,1,2,0.056603774,1,1,7,7,7,0.697571744,1,1,7,7,7,0.753846154,1,0.73255814,0.111111111,0.640686922,0
1,1,3,9500,2,1,0.378947368,1,1,1,6,10,0.363157895,2,1,1,2,1,2,0.037735849,1,1,9,9,9,0.738940397,1,1,9,9,9,0.751019231,1,0.209302326,0.0,0.124174373,0
1,1,2,9670,2,1,0.401052632,1,3,1,2,8,0.631578947,1,1,1,2,1,1,0.094339623,1,1,6,7,4,0.600441501,1,1,6,6,1,0.0,1,0.209302326,0.0,0.124174373,1
1,18,2,9147,2,1,0.684210526,1,19,19,6,9,0.448421053,2,1,1,2,1,2,0.037735849,1,1,6,7,6,0.667549669,1,1,6,9,6,0.605769231,1,0.372093023,0.488888889,0.766182299,0
1,7,2,9500,2,3,0.263157895,1,19,3,5,3,0.263157895,2,1,1,2,1,1,0.226415094,1,1,9,9,7,0.649006623,2,1,9,9,7,0.659615385,2,0.593023256,1.0,0.311756935,1
1,15,2,9556,2,1,0.2,26,3,19,123,145,0.2,1,1,1,2,1,1,0.056603774,2,1,8,15,1,0.0,7,1,8,13,3,0.628205128,1,0.151162791,0.488888889,1.0,0
1,39,2,9003,2,1,0.052631579,1,37,37,10,6,0.157894737,1,1,1,2,1,1,0.452830189,1,9,13,18,13,0.626931567,1,4,13,23,10,0.683846154,1,0.918604651,0.8,0.0,0
1,1,7,9500,2,1,0.463157895,1,19,38,5,10,0.352631579,2,1,1,2,1,1,0.037735849,1,1,9,11,7,0.692273731,1,1,9,11,7,0.703589744,1,0.593023256,1.0,0.311756935,1
1,1,2,9070,2,1,0.431578947,1,1,38,5,6,0.391578947,1,1,2,2,1,1,0.037735849,1,1,7,7,7,0.732891832,1,1,7,9,7,0.747115385,1,0.372093023,0.488888889,0.766182299,0
4,7,2,9500,2,3,0.368421053,1,3,19,3,4,0.368421053,1,1,1,2,1,1,0.490566038,1,1,8,8,4,0.732891832,2,1,8,8,1,0.0,1,1.0,0.244444444,0.414795244,1
1,17,2,9130,2,1,0.526315789,1,38,37,10,8,0.361052632,2,1,1,2,1,1,0.037735849,1,1,6,6,6,0.625165563,1,1,6,6,6,0.710769231,1,0.372093023,0.488888889,0.766182299,0
1,1,2,171,2,1,0.401052632,1,19,38,10,9,0.349473684,2,1,1,2,2,2,0.037735849,1,7,13,13,13,0.706401766,1,5,12,16,11,0.69020979,1,0.151162791,0.488888889,1.0,0
1,1,7,9500,2,1,0.536842105,1,2,19,4,10,0.371578947,2,1,1,2,2,1,0.018867925,1,1,9,9,9,0.728278146,1,1,9,9,9,0.740182692,1,0.209302326,0.0,0.124174373,0
1,1,2,171,2,1,0.673684211,1,3,3,3,3,0.710526316,2,1,1,2,2,1,0.037735849,1,1,1,1,1,0.0,1,1,1,1,1,0.0,1,1.0,0.244444444,0.414795244,1
2,7,2,9130,2,2,0.157894737,1,19,19,5,9,0.157894737,2,1,1,2,2,1,0.377358491,1,1,7,10,1,0.0,1,1,7,7,1,0.0,1,1.0,0.244444444,0.414795244,1
1,39,2,9670,2,1,0.263157895,1,1,19,5,11,0.497894737,2,1,1,2,1,2,0.169811321,1,1,7,7,7,0.706401766,1,1,7,11,6,0.780769231,1,0.372093023,0.488888889,0.766182299,0
1,17,2,9238,2,1,0.368421053,1,37,37,10,10,0.284210526,2,1,1,2,1,2,0.075471698,1,1,7,9,2,0.529801325,1,1,7,14,6,0.613846154,1,0.593023256,1.0,0.311756935,0
1,1,4,9085,2,1,0.663157895,1,1,19,10,10,0.616842105,2,1,1,2,1,2,0.018867925,1,1,7,8,7,0.830022075,1,1,7,9,7,0.823076923,1,0.151162791,0.488888889,1.0,0
1,1,2,9853,2,1,0.284210526,1,3,19,3,4,0.188421053,1,1,1,2,1,1,0.018867925,1,1,8,10,8,0.628192999,1,1,8,8,8,0.638461539,1,1.0,0.244444444,0.414795244,0
1,1,2,9085,2,1,0.473684211,1,3,1,3,5,0.306315789,1,1,1,2,1,1,0.018867925,1,1,6,13,6,0.768211921,3,1,6,6,6,0.732307692,1,0.209302326,0.0,0.124174373,0
1,17,2,9238,2,1,0.431578947,1,38,1,10,5,0.365263158,1,1,1,2,1,1,0.037735849,1,1,7,7,7,0.644591612,1,1,7,8,7,0.738461538,1,0.918604651,0.8,0.0,0
1,1,2,9773,2,1,0.168421053,1,19,19,10,10,0.157894737,2,1,1,2,1,1,0.018867925,1,1,7,7,6,0.667549669,1,1,7,9,7,0.646153846,1,0.406976744,0.311111111,0.80317041,0
1,17,3,9500,2,1,0.526315789,1,2,38,4,9,0.434736842,2,1,1,2,1,1,0.018867925,1,1,9,13,8,0.65089877,1,1,9,13,8,0.661538462,1,0.593023256,1.0,0.311756935,0
1,17,2,9238,2,1,0.401052632,1,38,38,192,194,0.536842105,1,1,2,2,1,2,0.037735849,1,1,7,7,7,0.671081678,1,1,7,8,7,0.7,1,0.151162791,0.488888889,1.0,0
1,1,2,9500,2,1,0.473684211,1,19,38,8,9,0.367368421,1,1,1,2,1,1,0.037735849,1,1,8,1,1,0.0,1,1,9,1,1,0.0,1,1.0,0.244444444,0.414795244,1
1,1,2,9254,2,1,0.473684211,1,19,1,10,9,0.483157895,2,1,1,2,1,2,0.018867925,1,1,7,8,7,0.681173132,1,1,7,11,5,0.7,1,0.593023256,1.0,0.311756935,0
2,1,2,9500,2,1,0.642105263,1,1,1,10,11,0.426315789,1,1,1,2,1,1,0.018867925,1,1,9,9,8,0.736423841,1,1,9,9,8,0.748461539,1,0.593023256,1.0,0.311756935,0
1,1,2,9500,2,1,0.389473684,1,38,37,10,8,0.284210526,2,1,1,2,1,2,0.056603774,1,1,9,9,8,0.732034059,1,1,9,9,8,0.744,1,0.372093023,0.488888889,0.766182299,0
1,53,2,9556,2,42,0.473684211,1,1,19,5,6,0.473684211,1,1,1,2,1,2,0.094339623,1,2,8,11,7,0.70539262,1,3,9,11,8,0.693269231,1,0.151162791,0.488888889,1.0,0
1,1,2,9130,2,1,0.726315789,1,34,1,1,1,0.715789474,1,1,1,2,1,1,0.018867925,1,1,7,1,1,0.0,1,1,7,1,1,0.0,1,0.0,0.755555556,0.578599736,1
1,17,5,9254,2,1,0.189473684,1,38,19,8,8,0.130526316,2,1,1,2,1,2,0.037735849,1,1,7,7,7,0.644591612,1,1,7,7,7,0.655128205,1,0.558139535,0.288888889,0.772787318,0
1,1,2,9254,2,1,0.284210526,1,37,37,10,10,0.203157895,2,1,1,1,1,2,0.056603774,1,1,7,13,5,0.59602649,1,1,7,13,4,0.61025641,1,0.0,0.755555556,0.578599736,1
1,43,2,9070,2,1,0.578947368,1,2,3,4,3,0.482105263,1,1,1,2,1,1,0.037735849,1,2,7,7,6,0.656953642,1,1,7,9,7,0.686538462,1,0.372093023,0.488888889,0.766182299,0
1,1,3,9773,2,1,0.421052632,1,37,37,6,6,0.329473684,2,2,1,2,1,2,0.056603774,1,1,7,7,7,0.777041943,1,1,7,8,7,0.784615385,1,0.151162791,0.488888889,1.0,0
1,39,2,9085,2,1,0.401052632,1,3,19,3,10,0.157894737,1,1,1,2,1,1,0.20754717,1,1,7,16,5,0.635761589,1,1,7,15,5,0.646153846,1,0.406976744,0.311111111,0.80317041,1
1,1,3,9085,2,1,0.284210526,1,1,1,194,102,0.328421053,1,1,1,2,1,1,0.037735849,1,1,7,9,7,0.741721854,1,1,7,19,4,0.682051282,1,0.558139535,0.288888889,0.772787318,0
1,42,2,9003,2,39,0.473684211,1,19,1,6,6,0.473684211,1,1,1,2,1,1,0.094339623,1,1,7,11,7,0.666035951,1,1,7,13,5,0.735897436,1,0.918604651,0.8,0.0,0
1,1,2,9085,2,1,0.452631579,1,1,3,10,2,0.294736842,2,1,1,2,1,1,0.037735849,1,2,7,15,7,0.82322975,1,1,7,10,7,0.679807692,1,0.918604651,0.8,0.0,0
1,1,4,9773,2,1,0.368421053,1,19,19,6,6,0.652631579,2,1,1,1,1,1,0.018867925,1,1,7,1,1,0.0,1,1,7,1,1,0.0,1,0.73255814,0.111111111,0.640686922,1
1,5,2,9130,2,1,0.652631579,1,5,43,3,3,0.575789474,2,1,1,2,1,1,0.018867925,1,1,7,7,7,0.794701987,1,1,7,7,7,0.798717949,1,0.151162791,0.488888889,1.0,0
1,43,2,9130,2,1,0.473684211,1,2,1,3,4,0.473684211,2,1,1,2,1,1,0.094339623,1,1,6,12,5,0.649006623,1,1,6,10,6,0.715384616,1,0.593023256,1.0,0.311756935,0
1,53,2,9085,2,42,0.789473684,1,1,19,5,8,0.789473684,1,1,1,2,1,1,0.056603774,1,8,12,14,12,0.83138054,1,5,10,10,10,0.837606838,1,0.151162791,0.488888889,1.0,0
1,17,2,171,2,1,0.536842105,1,1,38,10,10,0.426315789,2,1,2,2,1,1,0.094339623,1,13,18,20,13,0.626931567,1,11,18,23,12,0.605769231,1,0.406976744,0.311111111,0.80317041,0
1,1,2,9556,2,1,0.242105263,1,19,38,10,10,0.224210526,2,1,1,2,1,2,0.056603774,1,1,8,11,8,0.629874908,1,1,9,11,9,0.643798077,1,0.593023256,1.0,0.311756935,0
1,1,2,9670,2,1,0.621052632,1,1,1,6,8,0.628421053,1,1,1,2,1,2,0.018867925,1,1,6,7,6,0.625165563,1,1,6,6,6,0.678461539,1,0.209302326,0.0,0.124174373,0
1,17,3,9238,2,1,0.463157895,1,2,3,4,4,0.396842105,2,1,1,2,1,1,0.037735849,1,1,7,8,7,0.591611479,1,1,7,10,7,0.628205128,1,0.209302326,0.0,0.124174373,0
1,18,2,9500,2,1,0.431578947,1,3,3,4,4,0.376842105,1,1,1,2,1,1,0.018867925,1,1,8,8,8,0.744749291,1,1,9,10,9,0.786153846,1,1.0,0.244444444,0.414795244,0
1,1,3,9254,2,1,0.368421053,1,1,38,5,10,0.291578947,2,1,1,2,1,1,0.018867925,1,1,7,11,5,0.622516556,1,1,7,14,5,0.538461539,1,0.0,0.755555556,0.578599736,1
2,39,2,9238,2,19,0.401052632,1,1,2,5,7,0.368421053,1,1,1,2,1,1,0.264150943,1,1,7,7,7,0.697571744,1,1,7,9,7,0.7,1,0.209302326,0.0,0.124174373,0
1,17,2,9238,2,1,0.4,1,19,19,6,8,0.301052632,1,1,1,2,1,2,0.037735849,1,1,7,8,7,0.715231788,1,1,7,8,7,0.753846154,1,0.918604651,0.8,0.0,0
1,18,2,9500,2,1,0.505263158,1,38,37,5,10,0.226315789,2,1,1,2,1,2,0.056603774,1,1,8,11,8,0.668874172,1,1,9,9,9,0.703365385,1,0.918604651,0.8,0.0,0
1,17,4,9085,2,1,0.231578947,1,19,38,6,8,0.169473684,1,1,1,2,1,1,0.075471698,1,1,7,1,1,0.0,1,1,7,1,1,0.0,1,0.918604651,0.8,0.0,1
1,1,4,9500,2,1,0.526315789,1,19,38,10,8,0.434736842,2,1,1,2,1,2,0.018867925,1,1,9,9,8,0.740208136,1,1,9,9,8,0.752307692,1,0.593023256,1.0,0.311756935,0
1,1,6,9070,2,1,0.410526316,1,34,1,6,8,0.366315789,2,1,1,2,1,1,0.018867925,1,1,7,8,3,0.582781457,1,1,7,1,1,0.0,1,0.209302326,0.0,0.124174373,1
1,1,3,9670,2,1,0.505263158,1,37,37,10,8,0.387368421,2,1,1,2,1,2,0.018867925,1,1,7,9,7,0.719016083,1,1,7,7,6,0.689230769,1,0.558139535,0.288888889,0.772787318,0
1,1,2,171,2,1,0.473684211,1,37,37,8,10,0.334736842,2,1,1,1,1,2,0.018867925,1,1,1,1,1,0.0,1,1,1,1,1,0.0,1,0.593023256,1.0,0.311756935,1
1,1,2,9085,2,1,0.378947368,1,37,37,10,7,0.375789474,1,1,2,2,1,1,0.075471698,1,1,6,10,3,0.609271523,1,1,6,14,5,0.592307692,2,0.372093023,0.488888889,0.766182299,0
1,17,4,9254,2,1,0.210526316,1,37,19,6,6,0.155789474,2,1,1,2,1,1,0.037735849,1,1,7,9,5,0.59602649,1,1,7,9,5,0.646153846,1,0.372093023,0.488888889,0.766182299,0
2,39,2,9147,2,1,0.368421053,1,1,19,10,10,0.156842105,1,1,1,1,1,1,0.226415094,1,1,5,5,1,0.0,1,1,6,1,1,0.0,1,0.593023256,1.0,0.311756935,1
1,44,2,9130,2,39,0.684210526,1,1,37,4,4,0.684210526,2,1,2,1,1,1,0.358490566,1,3,7,10,7,0.635761589,1,2,7,9,4,0.78974359,1,0.558139535,0.288888889,0.772787318,1
1,39,2,9500,2,1,0.368421053,1,38,37,6,8,0.263157895,2,1,1,2,1,2,0.150943396,1,1,9,12,8,0.70410596,4,1,9,12,8,0.715615385,4,0.209302326,0.0,0.124174373,0
1,1,2,9500,2,1,0.526315789,1,1,1,5,11,0.526315789,1,1,1,2,1,1,0.018867925,1,1,8,8,7,0.734392936,1,1,9,17,1,0.0,2,0.558139535,0.288888889,0.772787318,1
1,1,2,9773,2,1,0.326315789,1,37,38,8,8,0.252631579,1,1,1,2,1,2,0.018867925,1,1,7,7,7,0.644591612,1,1,7,8,7,0.653846154,1,0.918604651,0.8,0.0,0
2,7,2,9238,2,3,0.368421053,1,37,19,5,6,0.368421053,1,1,1,2,1,1,0.396226415,1,1,7,18,5,0.728476821,1,1,7,16,7,0.780769231,1,1.0,0.244444444,0.414795244,0
1,1,5,9500,2,1,0.421052632,1,38,37,10,9,0.329473684,2,1,1,2,1,2,0.037735849,1,1,8,8,7,0.817660044,1,1,8,8,7,0.831025641,1,0.0,0.755555556,0.578599736,0
1,17,3,9556,2,1,0.263157895,1,37,37,6,6,0.171578947,2,1,1,2,1,1,0.283018868,1,1,8,8,1,0.0,1,1,9,9,1,0.0,1,1.0,0.244444444,0.414795244,1
1,18,2,9238,2,1,0.547368421,1,38,34,5,1,0.370526316,1,1,1,2,1,1,0.018867925,1,1,2,2,1,0.0,2,1,7,1,1,0.0,1,0.372093023,0.488888889,0.766182299,1
1,43,2,9556,2,1,0.568421053,1,1,1,5,9,0.475789474,2,2,1,2,1,1,0.056603774,1,2,8,10,8,0.653421633,1,1,9,9,9,0.679807692,1,0.593023256,1.0,0.311756935,0
1,1,6,9070,2,1,0.305263158,1,37,37,10,10,0.198947368,2,1,1,2,1,1,0.056603774,1,1,7,7,7,0.591611479,1,1,7,7,7,0.655128205,1,0.0,0.755555556,0.578599736,0
1,17,2,9085,2,1,0.401052632,1,37,37,10,10,0.042105263,2,1,1,2,1,2,0.113207547,1,1,7,7,7,0.777041943,1,1,7,9,7,0.669230769,1,0.151162791,0.488888889,1.0,0
1,1,3,9147,2,1,0.315789474,1,1,19,5,10,0.305263158,2,1,1,2,1,1,0.037735849,1,1,6,6,6,0.593377483,1,1,6,12,5,0.632692308,1,0.372093023,0.488888889,0.766182299,0
1,1,2,9238,2,1,0.484210526,1,37,38,10,11,0.462105263,1,1,1,2,1,1,0.018867925,1,1,7,10,7,0.726584673,1,1,7,7,7,0.762820513,1,0.73255814,0.111111111,0.640686922,0
1,1,2,9147,2,1,0.378947368,1,38,19,10,10,0.368421053,2,1,1,2,2,1,0.037735849,1,1,6,6,6,0.678145695,1,1,6,11,6,0.616239316,1,0.372093023,0.488888889,0.766182299,0
1,17,5,9773,2,1,0.242105263,1,1,38,6,8,0.271578947,2,1,1,2,1,1,0.056603774,1,1,7,10,5,0.701986755,1,1,7,12,6,0.635384615,1,0.558139535,0.288888889,0.772787318,0
1,1,7,9500,2,1,0.357894737,1,37,19,10,8,0.345263158,2,1,1,2,1,1,0.037735849,1,1,9,11,7,0.730066225,2,1,9,11,7,0.742,2,0.209302326,0.0,0.124174373,1
1,17,4,9500,2,1,0.431578947,1,37,38,5,6,0.326315789,2,1,1,2,1,1,0.037735849,1,1,9,9,8,0.800529801,1,1,9,9,8,0.813615385,1,0.372093023,0.488888889,0.766182299,0
1,1,3,9238,2,1,0.410526316,1,1,19,5,6,0.326315789,1,1,1,2,1,1,0.018867925,1,1,7,11,5,0.582781457,1,1,7,9,6,0.603076923,1,0.372093023,0.488888889,0.766182299,0
1,1,2,9500,2,1,0.610526316,1,38,19,10,6,0.457894737,2,1,1,2,1,2,0.056603774,1,1,9,9,8,0.837010407,1,1,9,9,8,0.850692308,1,0.372093023,0.488888889,0.766182299,0
1,1,4,9500,2,1,0.252631579,1,19,37,10,10,0.256842105,2,1,1,2,1,1,0.056603774,1,1,8,8,8,0.729839168,1,1,9,9,9,0.84,1,0.558139535,0.288888889,0.772787318,0
4,39,2,9500,2,1,0.473684211,1,38,37,8,8,0.068421053,2,1,1,2,1,1,0.132075472,1,1,9,12,8,0.644238411,1,1,9,12,8,0.654769231,1,0.372093023,0.488888889,0.766182299,0
4,39,3,9556,2,1,0.401052632,1,38,37,8,8,0.068421053,2,1,1,2,1,1,0.132075472,1,1,8,1,1,0.0,1,1,8,1,1,0.0,1,0.372093023,0.488888889,0.766182299,1
1,17,3,9773,2,1,0.368421053,1,2,1,3,8,0.328421053,2,1,1,2,1,1,0.056603774,1,1,7,7,7,0.759381898,1,1,7,7,7,0.834615385,1,0.558139535,0.288888889,0.772787318,0
